Phlebovirus riftense	Complete	Sudan 30-2010	S	JQ820481	1689	49.02309	1689	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Kakamas	S	JQ068142	1691	49.26079	1691	2009-10	2009	South Africa	Africa	Suckling mouse brain	Mouse	Nonhuman Mammal
Phlebovirus riftense	Complete	Kakamas	M	JQ068143	3885	45.431145	3885	2009-10	2009	South Africa	Africa	Suckling mouse brain	Mouse	Nonhuman Mammal
Phlebovirus riftense	Complete	Kakamas	L	JQ068144	6404	43.753902	6404	2009-10	2009	South Africa	Africa	Suckling mouse brain	Mouse	Nonhuman Mammal
Phlebovirus riftense	Complete	2007004194	L	EU574004	6404	43.457214	6404	2007-05-14	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007004193	L	EU574005	6404	43.457214	6404	2007-04-23	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007003644	L	EU574006	6404	43.519676	6404	2007-02-07	2007	Kenya	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	2007003081	L	EU574007	6404	43.488445	6404	2007-02-27	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002820	L	EU574008	6404	43.519676	6404	2007-02-09	2007	Kenya	Africa	Syncerus caffer (buffalo)		
Phlebovirus riftense	Complete	2007002482	L	EU574009	6404	43.50406	6404	2007-02-21	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002476	L	EU574010	6404	43.488445	6404	2007-02-21	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002445	L	EU574011	6404	43.50406	6404	2007-02-05	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002444	L	EU574012	6404	43.50406	6404	2007-02-05	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002060	L	EU574013	6404	43.488445	6404	2007-01-31	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001811	L	EU574014	6404	43.41037	6404	2006-12-01	2006	Kenya	Africa	caprine	Goat	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001809	L	EU574015	6404	43.50406	6404	2006-12-01	2006	Kenya	Africa	caprine	Goat	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001602	L	EU574016	6404	43.488445	6404	2007-01-30	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001564	L	EU574017	6404	43.4416	6404	2007-01-29	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001443	L	EU574018	6404	43.488445	6404	2007-01-31	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001292	L	EU574019	6404	43.56652	6404	2007-01-31	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007001107	L	EU574020	6404	43.56652	6404	2007-01-25	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000618	L	EU574021	6404	43.56652	6404	2007-01-29	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000611	L	EU574022	6404	43.56652	6404	2007-01-29	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000608	L	EU574023	6404	43.56652	6404	2007-01-29	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000473	L	EU574024	6404	43.488445	6404	2007-01-26	2007	Kenya	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000225	L	EU574025	6404	43.50406	6404	2007-01-16	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000224	L	EU574026	6404	43.50406	6404	2007-01-16	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000223	L	EU574027	6404	43.50406	6404	2007-01-16	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000222	L	EU574028	6404	43.488445	6404	2007-01-16	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000094	L	EU574029	6404	43.457214	6404	2007-01-12	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000080	L	EU574030	6404	43.488445	6404	2007-01-12	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007004194	M	EU574031	3885	45.740025	3885	2007-05-14	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007004193	M	EU574032	3885	45.688545	3885	2007-04-23	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007003644	M	EU574033	3885	45.688545	3885	2007-02-07	2007	Kenya	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	2007003081	M	EU574034	3885	45.662807	3885	2007-02-27	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002482	M	EU574035	3885	45.714287	3885	2007-02-21	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002476	M	EU574036	3885	45.688545	3885	2007-02-21	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002445	M	EU574037	3885	45.637066	3885	2007-02-05	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002444	M	EU574038	3885	45.637066	3885	2007-02-05	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007002060	M	EU574039	3885	45.662807	3885	2007-01-31	2007	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
